index,response,clean_response,fieldsite,response_site,participants,date,collect_time,slow,order,pair_id,category
1231,colorful,colorful,castro_res,castro,res,11/14/2025,14:54:28,0.0,1,616,diverse
1232,community,community,castro_res,castro,res,11/14/2025,14:55:29,0.0,1,617,community
1233,eclectic,eclectic,castro_res,mission,res,11/14/2025,14:55:29,1.0,2,617,special
1234,i_don't_know,antitask,castro_res,mission,res,11/14/2025,14:56:03,0.0,2,618,antitask
1235,castro,castro,castro_res,castro,res,11/14/2025,14:56:03,0.0,1,618,geography
1236,colorful,colorful,castro_res,castro,res,11/14/2025,14:57:22,0.0,1,619,diverse
1237,artsy,artsy,castro_res,mission,res,11/14/2025,14:57:22,0.0,2,619,special
1238,a_mess,messy,castro_res,castro,res,11/14/2025,15:03:49,0.0,1,620,chaotic
1239,a_mess,messy,castro_res,mission,res,11/14/2025,15:03:49,0.0,2,620,chaotic
1240,gay,gay,castro_res,castro,res,11/14/2025,15:04:18,0.0,1,621,gay
1241,eclectic,eclectic,castro_res,mission,res,11/14/2025,15:04:18,0.0,2,621,special
1242,even_more_lively,lively,castro_res,mission,res,11/14/2025,15:05:11,0.0,2,622,fun
1243,lively,lively,castro_res,castro,res,11/14/2025,15:05:11,0.0,1,622,fun
1244,gay,gay,castro_res,castro,res,11/14/2025,15:06:46,0.0,1,623,gay
1245,gentrified,gentrified,castro_res,mission,res,11/14/2025,15:06:46,0.0,2,623,gentrified
1246,home_(but_less_so),home,castro_res,mission,res,11/14/2025,15:06:49,0.0,2,624,community
1247,home,home,castro_res,castro,res,11/14/2025,15:06:49,0.0,1,624,community
1248,“beautiful_in_spanish”,beautiful,castro_res,mission,res,11/14/2025,15:09:12,1.0,2,625,nice
1249,colorful,colorful,castro_res,castro,res,11/14/2025,15:09:12,0.0,1,625,diverse
1250,vibrant,vibrant,castro_res,castro,res,11/14/2025,15:11:10,0.0,1,626,fun
1251,active,active,castro_res,mission,res,11/14/2025,15:11:10,0.0,2,626,fun
1252,good,good,castro_res,castro,res,11/14/2025,15:12:31,0.0,1,627,nice
1253,fun,fun,castro_res,mission,res,11/14/2025,15:12:31,1.0,2,627,fun
1254,gay,gay,castro_res,castro,res,11/14/2025,15:13:26,0.0,1,628,gay
1255,fun,fun,castro_res,mission,res,11/14/2025,15:13:26,0.0,2,628,fun
1256,chaos,chaotic,castro_res,castro,res,11/14/2025,15:15:04,0.0,1,629,chaotic
1257,gentrified,gentrified,castro_res,mission,res,11/14/2025,15:15:04,0.0,2,629,gentrified
1258,colorful,colorful,castro_res,castro,res,11/14/2025,15:17:37,0.0,1,630,diverse
1259,crowded,crowded,castro_res,mission,res,11/14/2025,15:17:37,0.0,2,630,chaotic
1260,dead,dead,castro_res,castro,res,11/14/2025,15:18:53,0.0,1,631,boring
1261,lively,lively,castro_res,mission,res,11/14/2025,15:18:53,0.0,2,631,fun
1262,fantastic,fantastic,castro_res,castro,res,11/14/2025,15:24:32,0.0,1,632,fun
1263,eclectic,eclectic,castro_res,mission,res,11/14/2025,15:24:32,0.0,2,632,special
1264,warm,warm,castro_res,castro,res,11/14/2025,15:25:28,0.0,1,633,nice
1265,edgy,edgy,castro_res,mission,res,11/14/2025,15:25:28,0.0,2,633,gritty
1266,good_food,food,castro_res,mission,res,11/14/2025,15:27:41,0.0,2,634,food
1267,fun,fun,castro_res,castro,res,11/14/2025,15:27:41,0.0,1,634,fun
1268,friendly,friendly,castro_res,castro,res,11/14/2025,15:30:07,0.0,1,635,other
1269,delicious,delicious,castro_res,mission,res,11/14/2025,15:30:07,1.0,2,635,food
1270,heart_of_the_city,vibrant,castro_res,mission,res,11/14/2025,15:31:41,1.0,2,636,fun
1271,fun-loving,fun-loving,castro_res,castro,res,11/14/2025,15:31:41,0.0,1,636,fun
